DCC id	Title	Data File	Data Filepath	Level 1 <organism>	Level 2 <Target>	Level 3 <Technique>	Level 4 <File Format>	Filename <Factor>	Filename <Condition>	Filename <Technique>	Filename <ReplicateSetNum>	Filename <ChIP>	Filename <label>	Filename <Build>	Filename <Modencode ID>
431	AdultFemale_H3K4Me3	AdultFemale-K4Me3-2-251918410090.txt.gz	AdultFemale-K4Me3-2-251918410090.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me3	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_431
431	AdultFemale_H3K4Me3	AdultFemale-K4Me3-3-251918210062.txt.gz	AdultFemale-K4Me3-3-251918210062.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me3	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_431
431	AdultFemale_H3K4Me3	AdultFemale-K4Me3-3-251918310281.txt.gz	AdultFemale-K4Me3-3-251918310281.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me3	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_431
431	AdultFemale_H3K4Me3	AdultFemale-K4Me3-3-251918410091.txt.gz	AdultFemale-K4Me3-3-251918410091.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me3	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_431
431	AdultFemale_H3K4Me3	AdultFemale_K4Me3_merged_dcc.gff	AdultFemale_K4Me3_merged_dcc.gff	Dmel_r5.4	Histone-Modification	ChIP-chip	computed-peaks_gff3	H3K4me3	Developmental-Stage_Adult Female	ChIP-chip	all			Dmel_r5.4	modENCODE_431
432	AdultFemale_H3K4Me1	AdultFemale_H3K4Me1_DCC_merged.wig	AdultFemale_H3K4Me1_DCC_merged.wig	Dmel_r5.4	Histone-Modification	ChIP-chip	normalized-arrayfile_wiggle	H3K4me1	Developmental-Stage_Adult Female	ChIP-chip	0			Dmel_r5.4	modENCODE_432
432	AdultFemale_H3K4Me1	AdultFemale_H3K4Me1_merged_dcc.gff	AdultFemale_H3K4Me1_merged_dcc.gff	Dmel_r5.4	Histone-Modification	ChIP-chip	computed-peaks_gff3	H3K4me1	Developmental-Stage_Adult Female	ChIP-chip	all			Dmel_r5.4	modENCODE_432
432	AdultFemale_H3K4Me1	AdultFemale-K4Me1-1-251918210057.txt.gz	AdultFemale-K4Me1-1-251918210057.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me1	Developmental-Stage_Adult Female	ChIP-chip	0	ChIP	cy3	Dmel_r5.4	modENCODE_432
432	AdultFemale_H3K4Me1	AdultFemale-K4Me1-1-251918310276.txt.gz	AdultFemale-K4Me1-1-251918310276.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me1	Developmental-Stage_Adult Female	ChIP-chip	0	ChIP	cy3	Dmel_r5.4	modENCODE_432
432	AdultFemale_H3K4Me1	AdultFemale-K4Me1-1-251918410086.txt.gz	AdultFemale-K4Me1-1-251918410086.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me1	Developmental-Stage_Adult Female	ChIP-chip	0	ChIP	cy3	Dmel_r5.4	modENCODE_432
432	AdultFemale_H3K4Me1	AdultFemale-K4Me1-2-251918210058.txt.gz	AdultFemale-K4Me1-2-251918210058.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me1	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_432
432	AdultFemale_H3K4Me1	AdultFemale-K4Me1-2-251918310277.txt.gz	AdultFemale-K4Me1-2-251918310277.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me1	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_432
432	AdultFemale_H3K4Me1	AdultFemale-K4Me1-2-251918410087.txt.gz	AdultFemale-K4Me1-2-251918410087.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me1	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_432
432	AdultFemale_H3K4Me1	AdultFemale-K4Me1-3-251918210059.txt.gz	AdultFemale-K4Me1-3-251918210059.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me1	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_432
432	AdultFemale_H3K4Me1	AdultFemale-K4Me1-3-251918310278.txt.gz	AdultFemale-K4Me1-3-251918310278.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me1	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_432
432	AdultFemale_H3K4Me1	AdultFemale-K4Me1-3-251918410088.txt.gz	AdultFemale-K4Me1-3-251918410088.txt.gz	Dmel_r5.4	Histone-Modification	ChIP-chip	raw-arrayfile-agilent_txt	H3K4me1	Developmental-Stage_Adult Female	ChIP-chip	1	input	cy5	Dmel_r5.4	modENCODE_432
455	embryo panneural tiling array	534DMM15-20070920-CET1.0.CEL	534DMM15-20070920-CET1.0.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_NW1229;Tissue_panneural;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_455
455	embryo panneural tiling array	534DMM16-20071108-CeT.CEL	534DMM16-20071108-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_NW1229;Tissue_panneural;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_455
455	embryo panneural tiling array	534DMM17-20070920-CET1.0.CEL	534DMM17-20070920-CET1.0.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_NW1229;Tissue_panneural;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_455
455	embryo panneural tiling array	emb-panneural-15_pm_mm.wig	emb-panneural-15_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_NW1229;Tissue_panneural;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_455
455	embryo panneural tiling array	emb-panneural-16_pm_mm.wig	emb-panneural-16_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_NW1229;Tissue_panneural;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_455
455	embryo panneural tiling array	emb-panneural-17_pm_mm.wig	emb-panneural-17_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_NW1229;Tissue_panneural;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_455
455	embryo panneural tiling array	emb-panneural_smooth_log2_winsize110.wig	emb-panneural_smooth_log2_winsize110.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_NW1229;Tissue_panneural;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_455
455	embryo panneural tiling array	emb-panneural_tars_maxgap30_minrun100_thresh8.26.gff3	emb-panneural_tars_maxgap30_minrun100_thresh8.26.gff3	Cele_WS190	mRNA	RNA-tiling-array	gene-model_gff3	total-RNA	Strain_NW1229;Tissue_panneural;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	all			Cele_WS190	modENCODE_455
456	embryo all cells reference tiling array	534DMM58-20080118-CeT.CEL	534DMM58-20080118-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_N2;Tissue_reference (embryo);Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_456
456	embryo all cells reference tiling array	534DMM60-20080327-CeT.CEL	534DMM60-20080327-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_N2;Tissue_reference (embryo);Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_456
456	embryo all cells reference tiling array	534DMM66-20080227-CeT.CEL	534DMM66-20080227-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_N2;Tissue_reference (embryo);Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_456
456	embryo all cells reference tiling array	emb-ref-58_pm_mm.wig	emb-ref-58_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_N2;Tissue_reference (embryo);Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_456
456	embryo all cells reference tiling array	emb-ref-60_pm_mm.wig	emb-ref-60_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_N2;Tissue_reference (embryo);Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_456
456	embryo all cells reference tiling array	emb-ref-66_pm_mm.wig	emb-ref-66_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_N2;Tissue_reference (embryo);Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_456
456	embryo all cells reference tiling array	emb-reference_smooth_log2_winsize110.wig	emb-reference_smooth_log2_winsize110.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_N2;Tissue_reference (embryo);Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_456
456	embryo all cells reference tiling array	emb-reference_tars_maxgap30_minrun100_thresh8.60.gff3	emb-reference_tars_maxgap30_minrun100_thresh8.60.gff3	Cele_WS190	mRNA	RNA-tiling-array	gene-model_gff3	total-RNA	Strain_N2;Tissue_reference (embryo);Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	all			Cele_WS190	modENCODE_456
457	embryo intestine tiling array	534DMM70-20080327-CeT.CEL	534DMM70-20080327-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_JR1130;Tissue_intestinal cells;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_457
457	embryo intestine tiling array	534DMM75-20080327-CeT.CEL	534DMM75-20080327-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_JR1130;Tissue_intestinal cells;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_457
457	embryo intestine tiling array	534DMM76-20080327-CeT.CEL	534DMM76-20080327-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_JR1130;Tissue_intestinal cells;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_457
457	embryo intestine tiling array	emb-intestine-70_pm_mm.wig	emb-intestine-70_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_JR1130;Tissue_intestinal cells;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_457
457	embryo intestine tiling array	emb-intestine-75_pm_mm.wig	emb-intestine-75_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_JR1130;Tissue_intestinal cells;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_457
457	embryo intestine tiling array	emb-intestine-76_pm_mm.wig	emb-intestine-76_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_JR1130;Tissue_intestinal cells;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_457
457	embryo intestine tiling array	emb-intestine_smooth_log2_winsize110.wig	emb-intestine_smooth_log2_winsize110.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_JR1130;Tissue_intestinal cells;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_457
457	embryo intestine tiling array	emb-intestine_tars_maxgap30_minrun100_thresh6.96.gff3	emb-intestine_tars_maxgap30_minrun100_thresh6.96.gff3	Cele_WS190	mRNA	RNA-tiling-array	gene-model_gff3	total-RNA	Strain_JR1130;Tissue_intestinal cells;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	all			Cele_WS190	modENCODE_457
458	embryo coelomocytes tiling array	534DMM82-20080508-CeT.CEL	534DMM82-20080508-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_TV1112;Tissue_coelomocytes;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_458
458	embryo coelomocytes tiling array	534DMM83-20080508-CeT.CEL	534DMM83-20080508-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_TV1112;Tissue_coelomocytes;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_458
458	embryo coelomocytes tiling array	534DMM85-20080508-CeT.CEL	534DMM85-20080508-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_TV1112;Tissue_coelomocytes;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_458
458	embryo coelomocytes tiling array	emb-coelomocytes-82_pm_mm.wig	emb-coelomocytes-82_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_TV1112;Tissue_coelomocytes;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_458
458	embryo coelomocytes tiling array	emb-coelomocytes-83_pm_mm.wig	emb-coelomocytes-83_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_TV1112;Tissue_coelomocytes;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_458
458	embryo coelomocytes tiling array	emb-coelomocytes-85_pm_mm.wig	emb-coelomocytes-85_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_TV1112;Tissue_coelomocytes;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_458
458	embryo coelomocytes tiling array	emb-coelomocytes_smooth_log2_winsize110.wig	emb-coelomocytes_smooth_log2_winsize110.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_TV1112;Tissue_coelomocytes;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_458
458	embryo coelomocytes tiling array	emb-coelomocytes_tars_maxgap30_minrun100_thresh7.60.gff3	emb-coelomocytes_tars_maxgap30_minrun100_thresh7.60.gff3	Cele_WS190	mRNA	RNA-tiling-array	gene-model_gff3	total-RNA	Strain_TV1112;Tissue_coelomocytes;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	all			Cele_WS190	modENCODE_458
459	embryo AVA neurons tiling array	534DMM56-20080118-CeT.CEL	534DMM56-20080118-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_NC1749;Tissue_embryo-AVA;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_459
459	embryo AVA neurons tiling array	534DMM57-20080118-CeT.CEL	534DMM57-20080118-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_NC1749;Tissue_embryo-AVA;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_459
459	embryo AVA neurons tiling array	638DMM24-20080227-CeT.CEL	638DMM24-20080227-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_NC1749;Tissue_embryo-AVA;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0		Biotin	Cele_WS190	modENCODE_459
459	embryo AVA neurons tiling array	emb-AVA-24_pm_mm.wig	emb-AVA-24_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_NC1749;Tissue_embryo-AVA;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_459
459	embryo AVA neurons tiling array	emb-AVA-56_pm_mm.wig	emb-AVA-56_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_NC1749;Tissue_embryo-AVA;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_459
459	embryo AVA neurons tiling array	emb-AVA-57_pm_mm.wig	emb-AVA-57_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_NC1749;Tissue_embryo-AVA;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_459
459	embryo AVA neurons tiling array	emb-AVA_smooth_log2_winsize110.wig	emb-AVA_smooth_log2_winsize110.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_NC1749;Tissue_embryo-AVA;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_459
459	embryo AVA neurons tiling array	emb-AVA_tars_maxgap30_minrun100_thresh9.17.gff3	emb-AVA_tars_maxgap30_minrun100_thresh9.17.gff3	Cele_WS190	mRNA	RNA-tiling-array	gene-model_gff3	total-RNA	Strain_NC1749;Tissue_embryo-AVA;Developmental-Stage_Mixed stage of embryos 20dC;temperature_20 degree celsius	RNA-tiling-array	all			Cele_WS190	modENCODE_459
460	L3-L4_PVD_OLL_neuron_tiling_array	534DMM49-20080118-CeT.CEL	534DMM49-20080118-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_NC1021;Tissue_PVD OLLs (L3-L4);Developmental-Stage_L3-L4 larva 20dC 22h 23dC 24hr post-L1;temperature_23 degree celsius	RNA-tiling-array	0	ChIP	Biotin	Cele_WS190	modENCODE_460
460	L3-L4_PVD_OLL_neuron_tiling_array	534DMM50-20080118-CeT.CEL	534DMM50-20080118-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_NC1021;Tissue_PVD OLLs (L3-L4);Developmental-Stage_L3-L4 larva 20dC 22h 23dC 24hr post-L1;temperature_23 degree celsius	RNA-tiling-array	0	ChIP	Biotin	Cele_WS190	modENCODE_460
460	L3-L4_PVD_OLL_neuron_tiling_array	534DMM51-20080118-CeT.CEL	534DMM51-20080118-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_NC1021;Tissue_PVD OLLs (L3-L4);Developmental-Stage_L3-L4 larva 20dC 22h 23dC 24hr post-L1;temperature_23 degree celsius	RNA-tiling-array	0	ChIP	Biotin	Cele_WS190	modENCODE_460
460	L3-L4_PVD_OLL_neuron_tiling_array	L3-L4-PVD_OLL_smooth_log2_winsize110.wig	L3-L4-PVD_OLL_smooth_log2_winsize110.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_NC1021;Tissue_PVD OLLs (L3-L4);Developmental-Stage_L3-L4 larva 20dC 22h 23dC 24hr post-L1;temperature_23 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_460
460	L3-L4_PVD_OLL_neuron_tiling_array	L3-L4-PVD_OLL_tars_maxgap30_minrun100_thresh7.00.gff3	L3-L4-PVD_OLL_tars_maxgap30_minrun100_thresh7.00.gff3	Cele_WS190	mRNA	RNA-tiling-array	computed-peaks_gff3	total-RNA	Strain_NC1021;Tissue_PVD OLLs (L3-L4);Developmental-Stage_L3-L4 larva 20dC 22h 23dC 24hr post-L1;temperature_23 degree celsius	RNA-tiling-array	all			Cele_WS190	modENCODE_460
460	L3-L4_PVD_OLL_neuron_tiling_array	PVD_OLL-49_pm_mm.wig	PVD_OLL-49_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_NC1021;Tissue_PVD OLLs (L3-L4);Developmental-Stage_L3-L4 larva 20dC 22h 23dC 24hr post-L1;temperature_23 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_460
460	L3-L4_PVD_OLL_neuron_tiling_array	PVD_OLL-50_pm_mm.wig	PVD_OLL-50_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_NC1021;Tissue_PVD OLLs (L3-L4);Developmental-Stage_L3-L4 larva 20dC 22h 23dC 24hr post-L1;temperature_23 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_460
460	L3-L4_PVD_OLL_neuron_tiling_array	PVD_OLL-51_pm_mm.wig	PVD_OLL-51_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_NC1021;Tissue_PVD OLLs (L3-L4);Developmental-Stage_L3-L4 larva 20dC 22h 23dC 24hr post-L1;temperature_23 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_460
461	L2_reference_tiling_array	509DMM22-20080204-CeT.CEL	509DMM22-20080204-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_N2;Tissue_reference (L2);Developmental-Stage_larva mid-L2 20dC 22h post-L1;temperature_20 degree celsius	RNA-tiling-array	0	ChIP	Biotin	Cele_WS190	modENCODE_461
461	L2_reference_tiling_array	509DMM23-20080204-CeT.CEL	509DMM23-20080204-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_N2;Tissue_reference (L2);Developmental-Stage_larva mid-L2 20dC 22h post-L1;temperature_20 degree celsius	RNA-tiling-array	0	ChIP	Biotin	Cele_WS190	modENCODE_461
461	L2_reference_tiling_array	534DMM21-20080227-CeT.CEL	534DMM21-20080227-CeT.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_N2;Tissue_reference (L2);Developmental-Stage_larva mid-L2 20dC 22h post-L1;temperature_20 degree celsius	RNA-tiling-array	0	ChIP	Biotin	Cele_WS190	modENCODE_461
461	L2_reference_tiling_array	L2-ref-21_pm_mm.wig	L2-ref-21_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_N2;Tissue_reference (L2);Developmental-Stage_larva mid-L2 20dC 22h post-L1;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_461
461	L2_reference_tiling_array	L2-ref-22_pm_mm.wig	L2-ref-22_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_N2;Tissue_reference (L2);Developmental-Stage_larva mid-L2 20dC 22h post-L1;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_461
461	L2_reference_tiling_array	L2-ref-23_pm_mm.wig	L2-ref-23_pm_mm.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_N2;Tissue_reference (L2);Developmental-Stage_larva mid-L2 20dC 22h post-L1;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_461
461	L2_reference_tiling_array	L2-reference_smooth_log2_winsize110.wig	L2-reference_smooth_log2_winsize110.wig	Cele_WS190	mRNA	RNA-tiling-array	normalized-arrayfile_wiggle	total-RNA	Strain_N2;Tissue_reference (L2);Developmental-Stage_larva mid-L2 20dC 22h post-L1;temperature_20 degree celsius	RNA-tiling-array	0			Cele_WS190	modENCODE_461
461	L2_reference_tiling_array	L2-reference_tars_maxgap30_minrun100_thresh9.34.gff3	L2-reference_tars_maxgap30_minrun100_thresh9.34.gff3	Cele_WS190	mRNA	RNA-tiling-array	computed-peaks_gff3	total-RNA	Strain_N2;Tissue_reference (L2);Developmental-Stage_larva mid-L2 20dC 22h post-L1;temperature_20 degree celsius	RNA-tiling-array	all			Cele_WS190	modENCODE_461
462	L2_panneural_tiling_array	534DMM03-20070723-CET1.0.CEL	534DMM03-20070723-CET1.0.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_SD1241;Tissue_Pan-neural (L2);Developmental-Stage_larva mid-L2 20dC 22h post-L1;temperature_20 degree celsius	RNA-tiling-array	0	ChIP	Biotin	Cele_WS190	modENCODE_462
462	L2_panneural_tiling_array	534DMM04-20070723-CET1.0.CEL	534DMM04-20070723-CET1.0.CEL	Cele_WS190	mRNA	RNA-tiling-array	raw-arrayfile_CEL	total-RNA	Strain_SD1241;Tissue_Pan-neural (L2);Developmental-Stage_larva mid-L2 20dC 22h post-L1;temperature_20 degree celsius	RNA-tiling-array	0	ChIP	Biotin	Cele_WS190	modENCODE_462
